"Treatment";"C1";"C2";"C3";"M1";"M2";"M3";"Outcome"
0;1;1;0;5.97307443865569;13.0873627279336;4.83827978412323;0
1;0;0;0;6.06844987806189;7.0910366596651;9.83241888948553;0
0;1;0;1;9.03314382884258;5.67253489303475;4.36562637631672;0
0;0;1;1;5.93451188938272;6.76106513589301;8.83996445636715;0
0;0;1;0;3.11769155368955;8.92821344475105;6.02100250313956;0
0;1;1;0;5.80194524212297;14.0209980224321;3.56228680500581;0
1;0;0;1;12.8213352118346;8.22782880312032;13.4121042907247;2
1;1;0;1;16.4691595205501;13.396116079316;15.759745111396;3
0;0;1;0;0.773814336347808;6.69430520386995;5.10251178345904;0
0;1;1;0;4.88353481666524;11.2748731453272;5.20668656012997;0
0;1;0;0;5.8645357389394;6.47820991553685;3.15433701374806;0
1;0;1;0;9.42736186900901;16.2287671337553;13.9674340439558;3
1;1;1;0;11.6086010771741;19.1840108760747;14.3404822391948;3
1;1;0;1;16.7793287539537;13.7136351673442;14.4628607403618;3
1;0;1;1;10.1392406061415;12.6697119320123;14.5513778136591;3
1;0;0;1;12.3731832874567;8.87801045631388;14.0688347509944;3
1;0;0;0;8.04057582768194;7.97541711574037;11.1773778087024;1
1;1;1;0;11.4311387021212;19.7699606288502;12.9974374141897;3
0;1;1;0;5.59308618941225;13.3846927813528;4.30863120034344;0
0;1;1;1;11.4410775735511;13.1739142232978;9.63899421235616;0
0;0;1;1;6.30241186704902;7.62801780398047;9.37140575508836;0
0;0;1;0;3.94630468163344;10.1852554925079;6.42361361047953;0
0;0;0;1;4.91210519717772;-0.356197182498122;5.57211949972789;0
1;1;1;0;11.612022446715;19.828503231457;13.4483365455113;3
1;1;1;0;9.19340627969646;17.3316396073197;11.2868296592113;3
0;1;1;1;10.1430436875163;12.7402940527608;7.66644133101419;0
1;0;1;0;8.85531201184612;15.526128724375;13.713726673665;3
1;1;1;0;12.8183400566999;20.5151987828055;13.8287466956951;3
0;0;1;1;7.12840478330137;7.92499232321814;9.53181143393852;0
0;1;1;0;5.16840697826733;11.1977145954573;5.79957892851063;0
1;1;0;1;15.5532962702836;12.5875570323796;13.7897602838815;3
0;1;1;0;5.67593716950934;13.4135744402152;3.59095186102021;0
1;1;1;1;15.9779428386731;18.5193223787823;16.610807045822;3
0;0;1;1;6.84300890864402;7.21595592164593;10.5521292546352;0
1;1;0;1;18.1071017456999;15.0221051227279;15.957827753656;3
1;0;1;1;12.5655087264293;13.8694735463643;18.6823028390691;3
1;1;1;1;15.9254191029386;18.9530595910224;16.8675999511358;3
1;1;1;1;15.5589190441305;18.7519661675473;16.1667997171945;3
1;0;1;0;5.12833746320988;12.1333257723633;12.5253490257089;1
1;0;0;0;8.48770641526507;8.87733131221184;11.9393311680267;1
0;0;1;0;3.76419235836017;9.49989325969977;6.69264041261687;0
0;1;0;1;10.7779815417574;6.74838335721237;5.01692912899211;0
0;1;0;1;10.5985478677441;6.60057541554569;5.18519896705358;0
0;0;1;0;2.20455600532659;7.25457953658214;6.18829526867265;0
1;1;1;1;17.6467442547433;20.9307755298493;16.4730919154334;3
1;1;1;0;10.6614972849986;17.9235302081439;13.7412254015656;3
0;1;0;0;6.15219388153407;6.99189005623169;3.44593086264263;0
0;1;0;1;12.3670028128133;8.0025864738955;7.75989269882055;0
0;1;0;0;5.41972960571448;6.37040588439635;2.86116508266825;0
1;0;0;1;11.1903442162322;7.30843933134045;13.0151133921907;2
1;0;1;0;6.20665508196086;13.0980304856181;12.686960796571;2
1;1;1;1;16.8830979592355;19.9634501326864;17.1747233538916;3
1;1;0;0;10.1745102622403;12.6686666365609;8.68308759637468;1
1;1;0;0;11.0015443504682;13.106644498645;9.8074488316358;2
0;0;1;0;2.33138611291741;8.08758168624023;6.01844770109321;0
1;0;1;1;11.2868733509982;13.4184792888948;17.5258313088549;3
1;0;0;0;6.94956942219697;8.2711327207632;9.21281373183636;0
1;1;0;0;10.1434452636323;13.1415119559223;7.56347943276879;2
1;1;1;0;10.2558843673059;17.74612219901;12.827166094392;3
0;0;1;0;0.82680803584717;6.874548309473;4.61809814485577;0
0;0;1;0;0.465898230853456;6.27169077623836;3.9281901152473;0
0;0;0;0;2.39726164007539;2.66305738730173;1.66518804745738;0
0;1;1;1;10.011354526047;13.1729106407414;6.43729882732713;0
1;1;1;0;10.562375504024;19.3439893161479;12.6230831317849;3
0;1;0;0;6.54025534370929;7.09250208685359;2.23457090175263;0
0;0;1;0;1.39643535695778;7.37274611886677;4.65995217924403;0
0;1;1;1;10.9629368342174;12.9578674904254;8.3847061743387;0
1;0;1;0;6.15338263608538;13.4011715222573;12.7009250847825;1
0;1;1;0;6.69546504325413;13.8419149699607;4.83391134207484;0
1;1;0;0;12.4186508358606;14.0416641122785;11.2571228787549;3
0;1;1;0;5.55280082343105;12.0994022375286;4.4280652927592;0
1;0;1;1;13.9998257765124;16.1613021079092;17.548081989854;3
0;1;0;0;8.27804841456671;8.38016613921575;4.79908874109295;0
0;1;0;0;4.76824261282232;5.7737720271447;1.55490360590785;0
0;1;0;1;12.2614306883793;8.17871832635966;6.7406378930385;0
1;0;0;1;11.4903932599411;6.72096350234259;13.965125667487;1
0;0;0;0;1.11494415583199;0.955250603172829;1.35661620166736;0
0;0;1;1;8.0381392449538;8.75617282319308;9.67023928081944;0
1;0;1;0;4.90794243572999;12.1075538025538;12.0814079657549;1
1;1;0;1;17.5057374284554;14.927234273021;14.3258306129596;3
1;1;0;0;11.2292655984378;13.1657973617621;10.4876627378;2
1;1;0;0;9.45185467438628;12.2318611337912;7.66551042199305;1
0;1;0;0;6.12091777831241;7.36721051393445;1.54628670112433;0
0;1;0;1;9.47465425222132;5.75974069522368;4.29062721642713;0
1;0;0;0;7.34391160843077;8.67603627795937;9.25415986781737;0
1;0;0;1;11.6584683187037;7.42837725151364;13.9414376997798;2
0;0;1;1;7.84281628218239;8.76647545350924;9.60702086182932;0
0;0;0;0;1.79568819183527;1.40470546714692;2.6784457459493;0
0;1;0;1;12.1571467194245;8.30929771148713;6.92014712446534;0
0;0;1;1;7.57056482851623;7.72266947138662;9.50786841596371;0
1;1;1;0;10.4376428996192;18.8834711470504;12.5837156309867;3
0;0;1;1;7.27836309493126;9.06042130972794;9.03323004953527;0
0;1;0;0;5.23490994894603;6.12703967044435;1.975995276615;0
0;1;0;0;7.10867423840723;8.16078642527238;2.85333479754338;0
1;0;0;0;6.37238831643478;7.05989616290533;9.2997318152281;0
1;0;0;1;12.8656815110169;8.64395897181746;15.0714754670225;2
0;1;1;0;6.06845840513879;12.8108789172091;5.27605191751541;0
1;0;0;0;7.03548490844238;8.53249880978077;10.5185602044291;0
1;1;0;0;10.7999566978635;12.6816837739231;10.6790482561772;2
0;1;1;0;5.00567033900515;12.1441072411228;4.83050842794832;0
1;1;0;1;15.7987918328995;12.6543094020109;13.8230131546054;3
1;0;1;0;6.53514620329403;13.6474527916268;12.495859805153;2
0;0;0;0;1.48874838649492;2.01266949820393;1.00541896014094;0
1;0;1;1;13.5159182398292;15.3636358700509;17.8934906015562;3
0;0;0;1;6.47129960225683;1.21247943937183;6.76796144100883;0
0;0;0;0;0.836316969802606;0.620814596019206;2.21424205789142;0
0;0;1;1;7.34250790415919;8.05437319136541;8.8727345293996;0
0;1;1;1;10.4770611203879;12.7756477625601;8.98689514462695;1
0;1;0;0;4.4753421253822;5.63929432951434;0.571819501932656;0
1;1;0;0;12.3963290183895;14.8140962686425;9.7472481308875;3
1;1;1;0;11.1024426315267;19.2923707506569;12.2725588718747;3
1;0;1;0;5.23479891042778;13.4289930390277;11.2035438057141;1
1;1;1;1;16.5151904532891;19.8020436309152;17.1347995091216;3
1;1;0;0;13.0141951690263;14.4254519852176;11.4708000664354;3
0;0;0;0;4.0324073194651;3.78676646908299;3.57723998195408;0
1;1;0;1;17.4587243939762;13.7681505486539;16.3894104912695;3
0;0;1;1;7.15537526666634;7.76536470404064;9.97144917297691;0
1;0;1;0;6.79294509783446;14.0303674894339;13.7123493849218;2
1;1;1;0;12.2372359137347;20.029612519855;13.9877263659096;3
0;0;1;1;5.94584879283305;7.62213965438311;7.94785185331977;0
1;0;1;1;11.624159709156;14.0952932899339;16.0446032098934;3
0;0;0;0;2.87203042362031;2.50295796206514;1.98973718119284;0
1;0;1;1;11.4456316503615;13.6847274566298;16.3844756051405;3
0;0;1;1;6.29832650197676;8.12835265738863;8.87890675380592;0
1;1;1;1;14.1587416388264;17.7170028947431;15.4323426773213;3
0;0;1;1;7.96296693253931;8.65166120386571;9.86738785133578;0
1;0;0;0;7.03420145831502;8.39176406894064;10.5775169010799;0
0;0;1;1;7.77389031820026;9.41264413356961;10.0679798029683;0
1;1;0;1;15.199762710971;13.069196905383;12.1020261294282;3
1;1;0;0;9.46488330443666;11.3142378012582;8.77102972444621;1
0;0;0;0;1.57044260555451;1.46871907981001;0.952387147428477;0
0;0;0;1;7.52150843716936;2.37935992006107;7.14103005805448;0
0;1;0;0;5.29811116472373;6.53660578314446;1.21783753832447;0
0;1;1;0;4.96288133561562;12.123140032703;4.37337651988547;0
1;1;1;0;10.9138768423195;18.5863363936803;13.0920161279086;3
1;1;0;0;11.4146802700047;13.7443501072999;9.09061897394163;2
0;1;0;1;12.0236082559342;8.01761252257455;5.65345630232346;0
0;1;1;1;11.6928782305083;13.6868990257985;8.7600579183253;1
0;0;1;1;7.67365983300929;8.44842552319903;10.2011849581526;0
0;1;1;1;10.5109788932527;12.3002682366656;9.62355698162231;0
1;0;1;0;7.12348666767377;13.5789746618643;13.9908011286888;3
1;0;1;1;10.6133081858975;12.0306944126242;17.7492430152995;3
1;0;1;1;12.4146658120986;14.3368180877387;17.6366788438791;3
1;0;0;1;11.9771451241056;8.00969209617418;14.5019586269517;2
0;1;0;1;11.9700171806775;8.22116994144343;6.58978571546813;0
1;0;0;0;5.65217129321783;7.08184771117618;8.92971500270603;0
0;0;0;0;2.46220680962982;2.55611979800236;2.13323011969825;0
0;1;0;1;10.6803176082668;6.57285608406172;6.03624243271975;0
0;0;1;1;7.93361009104509;8.87564814934831;9.98363441836414;0
1;1;1;0;11.0230303364588;19.3599645249653;13.3135358484409;3
1;0;1;1;12.4444984820277;14.9553336950121;17.4267898850106;3
0;1;0;1;11.5165253118176;8.17287248356793;5.75197972946795;0
1;0;0;0;6.77831635559266;8.17940332374819;8.44720579588068;0
0;0;1;0;3.76442991358804;9.98206804347222;5.11071262312938;0
1;0;1;0;8.64760226819427;15.9021587717403;14.2594937087214;3
1;1;1;1;14.8703817601981;17.1915328374261;17.4803617878786;3
0;0;0;0;3.31405009779321;3.0642617601738;2.62696484141393;0
0;1;0;1;10.7261736718772;7.03884054422846;5.60174514879326;0
1;0;0;1;10.8898669086255;7.31991940641972;13.3504281516549;1
1;1;1;0;11.3200731399729;18.8583908162309;13.74392627127;3
0;0;0;0;2.39550780610744;1.62852629899055;2.81828709996415;0
0;1;0;0;6.76391506217601;7.83979232355499;2.31769292762587;0
0;1;1;1;11.5591466211779;13.7994544953792;9.00561548138072;1
0;0;1;0;3.71140379776472;9.23577770424877;6.00295972970884;0
0;1;1;0;6.2905457439662;13.0109461044896;5.95866546468146;0
0;1;0;0;6.54242480910058;7.41235655933658;2.86302215159963;0
0;1;0;1;11.4899653946869;7.14284580086788;6.63232514794271;0
1;1;1;0;11.8356072119208;18.7103696300474;15.057688854091;3
1;1;1;0;11.3748586990978;19.4594615514445;12.7352479106657;3
0;1;1;0;6.48043223475774;13.4442085935134;5.17348360146007;0
1;0;1;1;11.24007045636;13.4006916078332;15.5801146127422;3
0;0;0;0;2.63466767598334;2.5162615604484;2.88182674139263;0
0;0;1;0;1.11602459062628;7.34862451082716;4.63758748038018;0
1;0;1;0;6.62327999020307;13.6012072232955;12.3735930178584;2
0;1;1;0;5.47236979744409;12.5816742041241;3.71682830382939;0
1;0;1;1;12.6715304769381;14.2935243792088;17.2282220890166;3
0;1;1;0;5.89774830108045;14.0276185915184;3.0187119688359;0
1;1;1;0;11.2807645834917;19.0446244428223;12.3501335172516;3
1;1;0;0;13.1025515869394;14.6257564213118;11.8694124919725;3
1;1;1;0;12.1916549592243;20.1978390457829;14.2542843401565;3
1;1;1;0;10.6324799649753;18.2604216166316;13.5918422399061;3
0;1;0;0;5.54181287202813;6.56517537083946;2.20124690224942;0
1;1;1;1;16.7928022931925;19.2310187345896;18.2732924684293;3
0;1;1;1;8.42112236280345;10.9906018842017;7.5164227287968;0
1;1;0;0;10.5055494168586;12.5434624628105;9.75313649587669;1
1;0;1;0;6.42638921430302;13.448597870592;12.3297845734109;2
1;1;0;0;10.7738646932203;13.3543792578029;8.8044032296692;2
0;0;1;0;2.77810730433463;9.78916354100628;4.42344606260812;0
1;1;0;0;11.011933583602;13.7129361687008;8.33922877279616;2
1;1;1;0;11.6627971912802;19.2365569660454;13.4967203653059;3
0;0;1;1;4.73525245409817;5.87882487978399;7.59915030061955;0
1;0;0;0;8.20913720133293;9.23782957631542;9.68232686445235;0
0;0;1;1;5.83893654428148;7.10142916645317;7.7085593030128;0
1;0;0;1;11.439495349361;7.37120141224766;14.0814141131659;2
1;0;0;0;6.73161363335707;9.00561497372839;7.30056653660926;0
1;1;1;0;9.77318409698733;17.6552138530003;12.4461731452991;3
1;0;1;0;5.52471027762522;13.0068176553558;11.1878055733253;1
0;0;1;0;2.40613750743428;7.85475144932595;5.77513377345458;0
0;0;1;0;2.32334446389337;7.81546486871976;6.07964181055572;0
0;0;1;0;2.53130567194394;9.25200555567325;4.20952113089791;0
1;1;1;0;11.2502699939391;19.1875287816473;12.960332323811;3
1;1;0;1;15.0352481440924;12.5928226903918;12.7226789710889;3
0;1;0;0;6.14309312532345;6.76247410306615;2.71592791584964;0
1;1;1;0;10.1278885028501;17.457002186879;13.6191765821737;3
1;0;1;1;14.1047469181021;16.7424167110094;16.3356507092289;3
1;0;0;0;7.50423568126107;8.55676992092404;9.319608798957;0
1;1;0;1;15.2023250464339;11.9917509708798;14.2499916338797;3
0;0;0;1;6.27359182982479;0.519611401641403;6.86193656972469;0
0;0;0;0;0.50405884777697;1.04229125230732;1.01625476376217;0
1;0;0;0;6.24700256249213;7.00699445588902;10.4162820245633;0
0;0;1;0;1.17172204926532;6.53752308736898;4.16744445925768;0
0;1;1;0;6.33071332543007;12.9514746315783;5.7776525931156;0
1;1;1;0;12.8258848440642;20.5277171426447;14.4321158015197;3
1;1;0;0;12.6457048721304;14.1361421745315;11.4687014084208;3
0;1;0;1;9.82866714316947;5.72916524410214;4.23552854803648;0
0;0;1;0;-0.230886570021525;6.85459279582276;3.37397379736093;0
0;1;1;1;11.1419211903667;12.3715858251014;9.58356013262025;0
0;1;1;0;5.94191398134491;13.2521149810153;3.99409389644657;0
1;1;1;0;12.0017536680829;20.0433897034886;13.4938477181589;3
1;0;0;1;11.5249512998267;6.97701699182407;14.3439377414482;1
1;0;0;0;6.41052790772271;7.7674399155202;10.0570968863478;0
0;0;1;0;2.71699678919764;9.42516062725958;4.5228272351567;0
1;1;1;0;10.7263433857515;18.972762123302;13.4282674509067;3
0;1;0;0;4.93073092191404;5.63104299742495;1.03022832003815;0
1;0;0;1;11.9229121112211;8.18298400818386;13.1335142046376;2
1;0;1;0;8.75384746879793;15.3692713007243;15.9031927275987;3
1;1;1;1;16.9414378817151;19.4783793238162;17.8696669472152;3
0;0;0;0;3.8722800215931;3.08801150266506;3.55754464734877;0
1;0;1;0;6.46973035478547;13.0803635432395;12.7483480530832;2
0;0;1;1;6.85073827389153;8.13302593060465;9.19669663226894;0
0;1;0;0;6.59169889550129;7.78530457722489;2.4991438144982;0
0;0;1;1;5.32724868560781;6.5168714781117;7.88827393660413;0
1;1;1;1;15.9127629309271;18.4461512027237;17.5181225967381;3
1;1;1;0;11.9709846211225;20.1474388026896;12.6818401202089;3
1;1;0;1;13.7172733525342;10.9832752792441;13.4135796654556;3
1;1;1;1;16.4668725696482;19.7429727553242;16.8560937158001;3
0;1;0;1;10.5635908620965;5.9168750159181;7.0332178319723;0
1;1;1;0;13.2504275146435;20.3070814924912;15.2482800971909;3
1;0;0;0;7.0699885918537;8.48318304818003;8.78893068369358;0
0;0;0;0;2.18775568116599;3.22045696495923;0.794384334802853;0
1;1;1;0;10.781724421536;19.0530405506464;12.1240895093341;3
1;1;0;1;16.1871930187192;12.3854859731363;15.6767467975434;3
1;1;1;0;12.1396069257785;20.914515414106;12.9900223229337;3
0;0;0;1;5.45292465895394;0.281978477204894;5.98125032671794;0
0;1;1;1;12.1087519041712;13.8865396957006;9.6237302756839;1
0;1;1;0;6.8819989197959;14.5494292115693;4.53592656256248;0
0;1;1;0;6.28806965286738;13.1777228420015;5.19305956308317;0
0;0;1;1;6.4041255872684;7.49336115651218;9.08904752112091;0
1;1;0;0;9.5016084730518;11.1107556338361;10.1059681593951;1
0;0;0;1;7.66055224945757;2.67877237178508;5.89494985356374;0
1;1;1;0;10.6652433218497;19.7168129263897;12.446956257507;3
0;0;1;0;1.98819056257016;8.4636818004594;4.71954761187976;0
1;1;0;0;10.6660496379345;12.6335309716314;9.62350729857025;2
1;1;1;0;12.1937772393683;20.2397466490645;13.1134083800212;3
0;0;1;1;8.34743959391836;9.28189257666992;9.18477593520218;0
0;1;1;0;7.15884198789646;13.6405522444263;5.44063553745137;0
0;0;0;0;0.66846231646054;0.0571858314730571;2.20101315496024;0
1;1;0;1;15.049925280076;11.9674177165732;13.5699795165938;3
0;0;0;1;6.68568535692037;1.4195981816605;6.47607939643413;0
1;1;1;0;10.2769770253167;19.5000764485966;11.1316759947546;3
1;1;0;1;15.0763228412522;12.1037508769709;13.2008014627237;3
0;1;1;1;11.2053961790543;13.3355577451157;9.23925232474501;0
0;1;1;1;11.5497206828006;13.7134125801114;8.74452898009849;0
1;0;1;1;10.475577872541;13.4523883215116;15.020610088549;3
0;1;1;1;10.9242153159912;12.7282941619855;8.84799681989395;0
1;1;0;1;17.101870175935;13.7652822327845;15.4414672571332;3
0;0;1;1;8.36886188408309;9.18726123142304;9.743472819702;0
0;0;0;0;1.85486293209171;1.76900451855765;1.92708267591745;0
0;1;1;0;6.00145663659976;13.0364179339632;5.56524446167155;0
1;0;1;1;12.640718169877;15.8729328809695;15.4202968536019;3
1;0;1;0;8.02540629733578;14.0872988911677;14.8257251932418;3
1;1;1;0;12.3189550124994;19.8154132693662;14.6715270571143;3
0;0;0;1;8.05873742297564;2.32047514783997;7.68343474413119;0
1;1;0;0;10.8430233828545;13.6389999284393;9.88296476238937;2
1;0;0;0;8.62875002117745;9.28368658384741;11.0734375237238;1
0;0;0;1;7.1802976462945;1.94436145983085;5.96340344752481;0
1;1;1;0;11.1683799450685;18.9248932781144;14.2201868632071;3
0;1;1;0;5.80526666626948;12.9196373309803;4.23786674308037;0
1;1;0;0;11.0915697008377;12.5915216194844;11.0491888052628;2
0;1;1;0;5.35254652724357;12.5272451377777;4.03443404212595;0
1;0;1;0;6.58009059025617;12.4830239645062;14.6907078283038;3
1;1;1;0;8.91965389126069;17.0987119708665;11.8672907023111;3
1;1;1;0;12.628084094774;20.0263732167597;14.8762545237802;3
0;1;1;0;6.39711419096974;12.5701024956283;5.68555574658567;0
1;0;1;1;11.1862887645108;13.747029167965;14.9380918907186;3
0;1;1;0;4.8560738813401;11.0253802599276;6.2537208314574;0
0;0;1;0;1.60857970349428;8.17996840900043;3.97372164797947;0
1;0;0;1;12.094298010877;9.08753346516817;12.5096483182873;2
0;1;1;0;6.7289048853336;13.9142459627446;5.36323448040666;0
1;0;0;1;12.0549468528905;8.445548480088;13.3297084689345;2
1;0;0;0;7.7220838671495;7.99445625841719;11.7502744820504;0
0;1;1;0;6.74506030147775;14.8010463392479;3.87578433814452;0
0;0;1;1;7.23551267917756;8.50647741287766;7.62800591362753;0
1;0;1;0;7.43238899927199;14.5055815154083;12.6181784725126;3
0;1;1;0;4.61125936226703;11.1635745272934;4.83477761437213;0
1;0;0;0;8.10466495320316;9.53778196513459;10.1690297152032;0
1;1;1;0;10.3855101915771;18.3741629093859;12.3671111804642;3
0;0;0;1;6.74108791662792;1.81668176693274;6.01246244432737;0
1;0;1;0;5.08161187014714;12.4782361745456;11.0417673053134;1
1;1;0;0;10.9213027005463;13.437989418761;9.09694088719317;2
0;1;0;1;9.98949481199446;5.68888174313698;5.83576607206504;0
0;0;0;0;0.797686804095424;0.566178286576742;2.54025610302397;0
0;1;0;0;6.78088258962703;7.64164389273232;2.03124203765142;0
1;1;0;0;11.2544960558404;13.9406396675958;9.6613060965252;2
1;1;1;1;16.3321769774213;18.9380351619111;17.0277681035961;3
0;0;1;1;5.963348965376;6.62600512619828;9.39513492734531;0
0;1;1;1;10.263680203094;12.3825564602484;8.05658814663243;0
0;1;1;1;12.0787541638243;14.2275818511141;9.37083810884502;1
0;0;1;1;6.97277957891814;7.99090279498038;9.26241978460722;0
1;0;1;0;7.31574524421747;14.262894557403;13.7058948112025;2
0;0;1;1;6.14553095779923;6.50994583830272;8.53831556860414;0
0;0;1;0;1.13368800191378;6.76336814049027;3.93495333133137;0
0;0;0;0;3.98471957175806;3.80931002739939;3.25020672990315;0
1;0;1;0;8.15871738954765;15.6463204349471;13.9170389900037;3
0;0;1;0;2.31399177157228;7.81043776164965;5.84546166837657;0
1;0;1;1;11.465736546212;13.670060071381;15.9941889367373;3
1;0;1;0;6.44862649872595;13.14596471353;12.7552637614811;3
0;1;1;1;10.4264880540471;12.5490426263068;8.04699082503989;0
1;1;1;1;16.626930078326;19.1927592185152;17.2763614982461;3
1;0;0;1;10.8804875827044;7.13604540404001;12.6639917527711;2
0;0;1;0;0.387672039587139;6.59058111572431;3.57002835829205;0
0;0;0;0;1.64261295108263;1.52020774443617;2.30981994208135;0
1;1;1;0;12.4663974130283;20.5234100052594;12.5975159591085;3
0;0;0;1;7.23900708289331;1.71975584932549;7.05470588286926;0
0;1;0;0;5.61999532180814;6.65834689920964;1.18442905014717;0
0;1;1;0;5.51073811518387;12.5675954314226;4.36950341958338;0
1;0;1;0;6.23914773644996;14.263776767542;12.122469652482;2
0;0;0;1;6.19984533909845;1.67892279161549;4.35537360512263;0
0;0;0;0;0.236620209556518;0.875868444359612;0.744744654868429;0
1;0;0;0;7.39413152851047;8.54049468757042;10.2399913218355;0
0;0;0;0;2.42052814192495;2.74730389800174;1.92408966682978;0
0;1;0;0;6.02679677079692;7.51390916285364;0.509114655171966;0
1;1;1;0;10.4548840404001;18.2261908456801;12.3229991141297;3
1;1;0;1;15.1867087233911;12.9253190699083;12.9075258511128;3
0;0;1;0;3.05495132416389;9.36286637319344;6.26567698851609;0
0;1;0;1;12.4256285089189;7.51751199895214;8.21768690931837;0
1;0;0;0;5.58178794998123;7.23180257785427;7.86839455462254;0
0;1;1;1;10.2824509771417;12.4486897592955;7.64000533319884;0
1;0;0;1;13.0145432134468;8.55125275617556;15.8161503445141;2
1;1;1;0;12.8409317109489;20.4439605378601;14.5916700866244;3
1;1;0;1;15.9126846760605;12.8103408483879;14.3439490490199;3
0;0;0;0;2.66960159920914;2.86809287734848;2.90702334419969;0
1;0;0;1;11.0463661570289;6.96848329533656;13.8114284393061;1
0;1;1;1;9.3226304196093;11.5716808097588;8.22538202796495;0
0;1;1;1;9.74552458649279;12.0526175369782;8.88499611131182;0
1;0;0;0;6.56068109346532;8.18835626724777;8.98215391256972;0
