"Exposure";"M1";"M2";"M3";"event";"surv_time"
1;7.77450155107637;6.10385195676471;11.5373117081068;1;0
1;7.61412465821273;8.1849905390142;9.6241647237252;1;0.22
0;7.13060748255027;5.24847122694923;10.0986997158244;1;0.04
1;9.00874587084011;8.08207221133828;11.8302368314476;1;0.02
1;6.73867785849257;7.18046217390656;9.54673416866217;1;0.01
1;7.9393618971074;7.59285148568286;9.8415243792041;1;0.04
1;7.05508811135746;6.82996076986781;9.74786049366433;1;0.12
1;7.84278074329724;8.00098756258332;10.748018470504;1;0.06
0;9.0823621712144;7.38269644089002;11.0768124377562;1;0
1;8.67548676532474;10.5403661234169;10.9088759075553;1;0.06
0;9.073061975033;7.5852799035554;11.3988789117501;1;0.35
0;9.69314226431499;6.60371489099358;11.74232683333;1;0.04
0;8.59865920013878;6.25131147655894;11.9112330528406;1;0.01
1;7.83902667851675;9.01924005312985;10.8262803464319;1;0.03
0;8.67851503559678;5.73633255809457;9.49309208704905;1;0.01
1;8.31808383261899;8.8313419750197;10.7316485388776;1;0.08
0;7.34340416510381;7.66322357290518;9.3671073469321;1;0.19
1;8.89679591643621;8.13637726743848;10.5242214081374;1;0.02
1;6.80831589358659;8.11532366483898;10.0034994499616;1;0.06
0;7.73501028166409;6.97177402872909;9.64200241116989;1;0.01
1;6.24348771432874;6.62219611180466;11.0112019688183;1;0.04
0;9.02279146390351;8.45195533156475;11.6393174952686;1;0.08
1;9.35836452699402;8.59298015061469;10.864505205773;1;0
1;8.57398425007311;8.52867044285025;11.4733073046363;1;0.02
1;8.13565820442852;7.11385908287619;10.3553072529236;1;0.06
1;9.65984080165969;7.72112523530908;11.7547414468963;1;0.06
0;7.48334180050747;6.00360130838977;8.8684279409029;1;0.29
1;9.12716804303533;8.59133035465939;10.3576236074321;1;0.02
0;8.73770443181185;8.03772106358321;9.48049487172668;1;0.06
1;7.89124893521706;7.69104293836762;11.2573007043265;1;0.15
1;7.79249023496216;7.61406418184401;10.3867246486072;1;0.05
0;6.65685399738329;7.38040048171252;8.66176513974697;1;0.03
0;9.15572023193256;8.32822836670033;10.9167425366364;1;0.01
1;10.8571969606472;8.68701874801465;12.7940370040561;1;0.1
0;7.9944096671133;5.97755272028547;9.36906707395821;1;0.11
0;9.19841882319852;7.47183725907284;11.2088733193338;1;0.04
1;8.04386494802796;8.02952243887917;9.63566531469963;1;0.01
1;7.27332583426102;7.86537980434274;11.2373639916735;1;0.02
0;8.89699539217248;6.72476244893308;9.23345776847471;1;0.05
1;8.25303382557663;7.15796227447906;10.4404089313192;1;0.1
1;7.58181085490681;6.59692626766;9.75417025593419;1;0.01
1;8.10887858796966;8.12046370511161;9.75662580333513;1;0.13
1;8.03159174302294;6.79235745690069;11.205229856445;1;0.09
0;8.28864751744075;7.5736856496369;9.96480177139571;1;0.01
1;7.456118352492;7.91137067078537;9.31896710972135;1;0.03
0;7.7204164113382;7.64016698764592;11.0311437536967;1;0.08
1;8.7783350454333;8.28998967730437;11.2385737535623;1;0.06
0;7.15059868240444;7.22792500930763;10.0679663294819;1;0.03
1;6.32958453414301;8.30228430526692;9.33498223213915;1;0.08
0;6.97011623118531;8.28185394235988;9.49873658343528;1;0.04
1;7.64119987544704;7.92734929384368;11.4450432531604;1;0.03
0;8.29893411491311;6.31986344694984;9.77861486088224;1;0.05
1;7.53514261751135;7.97731909589946;10.793216504609;1;0.02
1;7.76138624765201;9.29298720368011;9.79833731051941;1;0.02
1;8.22851461261103;8.36133787381782;12.1042871913612;1;0.07
0;8.62039043801008;7.18996098075915;11.0616994081396;1;0.02
1;8.82358923442519;10.0817449864955;10.7084322960111;1;0.04
0;6.75194209277221;5.81176055516115;8.6523505128388;1;0.02
0;7.59894523497459;6.80627846797899;10.5968468023314;1;0.03
0;6.59850708171797;8.28740776768515;9.20207844832346;1;0.02
1;7.493668539438;7.15357171441897;10.2140725161249;1;0.1
1;8.13981689359179;5.74568153663722;8.95497986482022;1;0.06
1;7.30054264592789;7.08663184861059;9.8585693796546;1;0.09
0;7.68688640145545;7.04233813692993;11.1951971435074;1;0.08
1;9.26130675714438;9.32808990722232;11.0694401249599;1;0.05
0;8.7343761905078;7.20162742596117;10.2557756819076;1;0.01
0;8.54301888216426;7.7139647323307;10.3917901092869;1;0.06
1;8.45801890888829;7.30732412599047;10.4335925733555;1;0.16
1;8.19983113897584;8.32553452960296;11.3054010083806;1;0
1;6.54744744384932;6.73788640225823;9.47747266838516;1;0.02
1;8.77659808576195;7.10122619394598;11.2313907251828;1;0
0;9.65389025386118;7.38347315988986;8.96554406057774;1;0.13
1;8.2717941289019;8.21139410027431;11.3872866931023;1;0.13
0;8.94064932708422;7.86293967914189;11.0224216130657;1;0.02
0;8.77598658577783;6.26768826066447;9.52819377775647;1;0.01
1;8.16570842396231;8.74212034853981;11.0729973026248;1;0.01
0;8.64714266603029;5.44971751785801;10.0069042420387;1;0.12
0;8.69661902274779;8.63317830979346;9.95433344906627;1;0.1
0;7.20742138394831;7.4175282649421;9.37079247896516;1;0.1
0;7.27712675330441;7.40215255743755;9.26511091707486;1;0.17
0;8.63577853477153;9.59499210975649;10.8214062735344;1;0.12
1;7.67002084796065;7.98710969764209;9.24828451413941;1;0.25
0;8.18346523667724;5.87033488007333;9.46473170278051;1;0.1
1;8.27447861653491;6.88662987349336;10.6432693206502;1;0.02
0;7.68316172068361;7.02807599332017;8.28097404212423;1;0.06
1;8.93058534978048;7.97561176858286;9.30073173082587;1;0
0;8.88602170919443;8.55934961887481;11.6996993468123;1;0.12
1;9.14931292618093;7.72381738152499;10.7886149117576;1;0.01
0;8.46772878715925;6.00179349440036;10.0322935452619;1;0.01
1;8.55585010126619;7.97967213748343;11.5677297070311;1;0.02
0;6.07925353509078;6.16747769699562;10.9493436517777;1;0.02
1;9.23625154057719;8.8511847353091;10.6664508835228;1;0.13
0;8.74960686054215;8.78318145189264;10.5122591414107;1;0.04
1;6.7914980275002;7.42425189290011;8.93571412400813;1;0.06
0;9.45816792389482;7.64353035752328;9.59575787275176;1;0.01
0;6.81937437370381;5.73072155912427;8.82573581679693;1;0.07
1;8.61422798881437;7.29807435567671;10.5303394687926;1;0.06
0;8.20825584327283;4.64265699161986;9.69495504634926;1;0.02
0;7.23998225317217;5.77673461796143;10.7079627209248;1;0.01
0;8.19963480908413;8.70900698677939;10.5690910336;1;0
1;8.08138037774506;8.11526466421877;11.0326552024068;1;0.03
0;6.76567749739315;5.52679096764589;9.1763093211136;1;0.02
1;7.58800568371992;8.73133743232586;11.3030500959393;1;0.01
0;7.41027393630707;6.3387632442024;10.9722367707003;1;0.07
1;8.66851734582217;7.75239584851805;9.44773328509216;1;0.01
1;8.07898727783807;8.96685208355284;12.2853848485726;1;0.06
0;8.45623305632024;7.58587845756391;9.39088604266175;1;0.03
0;9.71602589182557;8.01534685189129;10.3444049074862;1;0.25
0;7.84117325506519;6.3393847143987;8.86502192289167;1;0.07
0;7.1634807415993;7.67921078994866;10.8051744347175;1;0.02
0;7.90312951751042;7.2637660352856;9.48932014928186;1;0.02
0;5.32904356960765;6.80580321974588;10.1608983214053;1;0.02
1;6.47101255408873;6.92727707583724;9.25005472766967;1;0.05
1;8.64454647144943;8.12754609896443;12.5873954549487;1;0.01
1;6.74457872117646;7.37573525975511;10.0509762936713;1;0.06
0;7.2079065174696;8.01880617669389;11.3716703293399;1;0.01
0;7.88827152876047;7.57511857672351;9.59201377874416;1;0.1
1;7.65851391358977;6.95282750164084;10.2050106849348;1;0.01
0;7.3935477763973;7.32115443714501;11.525847972592;1;0.02
0;7.98878466506786;6.2712228414202;9.91097762804839;1;0.01
1;9.1272390949936;8.49395685033338;11.7830768770464;1;0.04
1;7.63982060843045;5.93220471198853;9.90538491941497;1;0.02
0;9.16533404843365;8.5406823542321;10.5823759207295;1;0.06
0;7.53058862320756;5.60144397552954;11.3447036354534;1;0.09
0;8.55087998757256;6.05131708384129;11.4436430875203;1;0.03
1;8.90367366153469;8.00288916689922;10.3383621924094;1;0.03
1;8.10741582172023;8.31342761645064;9.71921977024006;1;0.01
0;8.44114478631241;7.34167868235411;10.7006096766198;1;0.01
0;8.06606438504939;7.13255890391049;9.39523298717091;1;0
1;8.16919066192769;6.83248859319244;10.8971025772257;1;0.03
1;7.04211690706883;8.49571714824391;10.9373091447393;1;0.01
0;9.0206039750156;5.09014876391998;9.35696501696398;1;0.05
1;7.4302539761609;6.67397325076183;10.5577093718155;1;0.06
1;7.96211876357671;7.98452706257826;10.3210988445884;1;0.04
1;6.9352910639469;7.63754985555306;11.2028834757865;1;0.08
1;8.19162754004188;8.68697220824146;10.9259555288627;1;0.06
1;7.53598178060624;8.92849044216185;11.4786841991513;1;0.04
1;8.4909748959025;8.68902139655755;9.59157510251929;1;0.01
0;7.51673770110376;6.94566891206021;9.41825951317692;1;0.03
1;8.09028157358612;8.24934865170657;10.0158103924378;1;0.06
0;7.8955194120386;5.94281966459128;10.8727552298735;1;0.05
1;7.56788202755555;6.74808574338393;9.96034521254063;1;0.24
0;7.82507436577662;7.04762811841916;9.08326135251162;1;0.04
0;6.78968604575601;8.12526535759386;10.2718357158108;1;0.1
0;6.70017501587109;7.78075434382317;9.8548929013932;1;0.01
1;7.6558270648209;7.50434848495892;10.3828306607022;1;0.03
0;8.53271444512645;8.20187157113696;10.3690306290085;1;0.02
0;7.04550101794807;6.42641071006045;10.164785687569;1;0.1
0;9.2474127279138;6.9280223525492;9.31277354486358;1;0.05
1;7.51420118492782;6.9086245523762;10.044595491976;1;0.04
0;8.33025155544782;7.8513993819141;9.00389188601434;1;0.17
1;8.16308990233107;7.92833269014323;10.096645537999;1;0.01
0;8.14105893606132;6.9126141599948;11.1074809967617;1;0.12
1;8.39562486420531;7.3588393310176;10.1422363908829;1;0.03
0;7.39604610084741;6.86839426443178;10.2174649735093;1;0.05
0;8.22088550044197;5.92685190144296;9.70999207791877;1;0.01
0;9.86766028408145;8.34846576202051;11.3474597452094;1;0.06
1;8.10571623951661;7.75811967990925;10.6751487143762;1;0.01
0;9.82951536177723;7.75683573366405;11.3014394441449;1;0.02
1;7.73146633579016;9.06096925635246;11.5530814937745;1;0.06
1;7.85283115014748;7.88636527183263;9.39134650338655;1;0.02
0;8.95946633409305;7.07031846298171;11.0731961141502;1;0.01
0;8.38243891371132;6.75652064389287;10.2529591990696;1;0.06
0;9.82644912969894;8.35479896287087;12.748370024098;1;0.01
0;8.17655243020181;7.606780471563;11.7834623309596;1;0.04
0;8.12813161978061;6.61135647455411;10.2290570867429;1;0.07
0;9.08353383185547;9.03000944879542;11.563781022005;1;0.02
1;10.2732528308848;6.59678409442907;12.0348890145676;1;0
1;8.29407432670348;7.0952319700542;10.5196591699969;1;0.15
0;8.14696013008921;7.42549739793774;10.8803929574158;1;0.08
0;8.13217353139733;5.7603145787958;10.5971791967361;1;0.08
1;8.41994684498038;8.61895323493925;10.1572659198143;1;0.05
1;9.98950330689127;8.66572567644577;11.38407968177;1;0
1;8.50291727028581;8.77747536121933;11.2299877120442;1;0.05
0;7.11806044193697;6.45794897587013;8.70436056911457;1;0.09
1;8.97161638220328;8.34002877158766;9.49055278838311;1;0.01
0;6.67354889396344;7.32949389718892;10.8464809729227;1;0.01
1;7.41750476776795;7.2125730311794;11.1994780002568;1;0.12
1;7.48274338413528;8.68771507787347;9.92657337776337;1;0.12
0;5.9225723176772;6.66078818697773;9.80227567130342;1;0.07
0;7.92139499408039;7.38753715007297;9.44121970046896;1;0.06
0;7.60831802346567;6.58426986703227;9.03796958625176;1;0.11
1;8.83789385006788;6.91231805205203;11.4817650192932;1;0.03
0;9.12104003087847;6.73992573664737;7.92200337131391;1;0.12
1;8.88183625404755;8.623970990787;10.655858612856;1;0
1;10.8576255174699;8.02475078003912;12.2123711195351;1;0.1
1;10.0868518538889;8.74736382513935;11.9780441338835;1;0.02
1;7.40620881578836;6.35066925175651;9.35937987322185;1;0.07
0;8.33912058521993;6.54831062744287;9.92977134209833;1;0.02
0;8.24809772477005;5.0612421248492;7.43208343738332;1;0.25
0;8.62000460459669;6.33862324174123;10.3621802080011;1;0.07
0;6.83680898340838;4.69670288982353;9.69364147488582;1;0.03
1;9.6290930341752;7.72838287832873;10.220330394265;1;0.15
1;7.16991433428194;7.127086239516;8.97291202208874;1;0.09
1;7.03093850430723;5.90861895053506;9.71216169349819;1;0.02
1;6.84273617797893;7.5830612706816;10.1961410481978;1;0.07
0;8.46922001126999;7.05178723133908;9.92329672952081;1;0.03
0;6.98400524798749;7.35163435226706;9.47124855468335;1;0.15
1;8.90512506029856;8.54928604335765;9.97153818187476;1;0
1;7.50355518827365;6.31032297417127;9.18088302037091;1;0
0;8.81869114061219;5.71138304724186;10.2532683959514;1;0.18
0;6.34482622983417;5.80142329557489;7.48765579756989;1;0.09
0;7.59128006985992;7.09125043838612;10.1392976494613;1;0.1
1;6.90947528837855;6.68524501803937;8.6891100486958;1;0.22
0;7.61444293689142;4.99031919710677;9.32290719374623;1;0.1
1;7.96424773029402;6.93343980854345;9.00451096964993;1;0.03
0;7.59744862568425;7.89759189951651;11.1353399074945;1;0
0;7.72994471627064;7.04413544313292;10.2641244962686;1;0.01
1;9.92389197768067;8.36038280613028;11.8183078445555;1;0.04
1;6.23328172889511;5.29450204769502;10.869413059871;1;0.06
0;6.11668967725019;8.68832813982127;10.3150291458151;1;0.1
1;7.81931486229087;6.5221543178089;10.5042535314207;1;0.04
1;6.70708376586708;8.78961618216406;11.1939929558615;1;0.03
1;6.46149292706341;6.9102695260647;9.00897669525331;1;0.06
1;7.09210095802472;6.07233811255817;8.99603542311187;1;0.07
0;7.26832969208904;6.67963194817749;10.012820531197;1;0
1;11.3614127208047;9.12333400461659;12.3736702956275;1;0.04
1;5.62092412080194;5.73089946864731;10.2560277023216;1;0.1
0;8.64594548940503;6.46442332441869;8.67840748326891;1;0.22
0;10.7069400027848;8.68686666866608;11.8590425467126;1;0.04
1;9.2384184121999;7.65059080131515;10.2960756668303;1;0
0;7.75529968392836;5.5157149172521;9.75598248452175;1;0.1
0;6.9305062569255;6.96530252710371;10.3125289727099;1;0.29
0;9.05530121077105;7.68982288678106;10.2203717742105;1;0
0;6.98724132133293;4.81097900691147;9.52410646519652;1;0.07
1;8.1808168732128;6.95987188723278;10.4267064495002;1;0.01
1;8.1500817278199;6.27968881364808;10.5946385589705;1;0
1;6.70319053877662;7.1787022963261;11.2454168659851;1;0.04
0;8.80783432798878;7.03715414389509;12.0146797599011;1;0.09
0;7.16236243753309;9.8388246555837;9.79177198094286;1;0.06
1;7.59773859711663;6.09267402562338;11.267751999876;1;0
0;8.01854705477946;6.44594827694239;10.8257849966886;1;0.01
0;7.57167179224479;7.16360836923697;10.3042047049146;1;0.15
1;9.35974543453295;8.33702395896582;12.5315432850341;1;0.01
0;8.6415966666904;7.17825585122154;9.33049211189064;1;0.04
1;8.30876454173578;8.28486368709522;10.9105072996546;1;0.22
1;7.39885890073307;6.84126136063376;8.57991403787418;1;0.11
0;9.41364759442346;7.47546726092995;11.5707302914273;1;0.01
0;9.05175889507539;8.16147876762967;11.8864277478144;1;0.19
0;8.35271524043172;7.92588288047706;12.2852737352393;1;0.09
1;7.76571831999729;7.87529802724808;9.7298469633185;1;0.05
1;8.71835887542355;10.9264730944719;12.8628140505208;1;0.03
0;7.84196217877574;7.84247598343122;10.9986203568288;1;0
0;8.47870957577967;6.56927107529572;11.0107798801693;1;0.02
1;8.28104227898358;7.34002432804274;11.6207009564052;1;0.01
1;6.78725254612691;7.04953367732438;10.8473571423081;1;0.14
1;7.99394874441423;7.61446080214067;10.2208383816077;1;0.12
1;8.27263519007639;6.75548851858085;8.55197119554746;1;0.04
0;8.2914072483369;6.93890955208612;11.4969908994709;1;0.1
0;9.42429444013727;7.52520440252138;10.0156596937903;1;0.02
1;7.78345268058983;7.27746711787623;10.7535193495288;1;0.02
0;7.30321818631877;7.24643313569588;9.32131951358187;1;0.24
1;7.74552923897095;7.04841961879562;11.4780692016838;1;0.03
1;10.1269176868783;9.42004702056972;9.64127817547518;1;0.06
1;8.80759563560057;6.89068597771364;11.3619917262262;1;0.04
1;8.5753803074732;6.94747046755511;9.55882569109384;1;0.01
1;8.33234824258334;7.48255587190883;9.96678260018023;1;0.07
1;8.77695813259431;8.3005570888776;10.052008142605;1;0.02
1;7.47156816947805;6.500271124796;10.0983486040377;1;0.27
1;9.2124812611744;7.32784896523139;10.4689059207713;1;0.07
1;5.70992720549081;6.20067786875605;9.97441491352815;1;0.05
0;6.74107709834619;6.47271859738724;9.57284506644648;1;0.02
1;9.86167908550721;8.07186898321796;11.2658704823929;1;0.05
1;7.46744791755996;7.07143314341822;9.85186753689347;1;0.03
0;7.05587490107745;7.50980592214678;8.41201851325133;1;0.14
0;7.9497066853122;7.55709779357763;10.4107748279831;1;0.05
0;8.54480255648309;7.67109808900134;11.1523705647466;1;0.12
1;7.82073957289391;7.26449396493148;10.2214707857632;1;0.05
0;7.4983896960335;7.81818457596181;11.8605853105224;1;0.01
1;9.03802102067216;9.87559197266467;12.3065934431376;1;0
1;7.83229325409979;7.34479367066241;9.28683347403845;1;0.1
0;9.26287614938275;8.36403392828872;11.5361987152168;1;0
1;8.44628405998286;7.76942486576584;11.475228981303;1;0.05
1;5.99842609311402;6.25574923109872;8.60954718561744;1;0.11
0;10.1613899219934;6.92529630806578;9.65954739577813;1;0
0;8.29799190732107;7.07993803728763;10.4462109504733;1;0.27
0;9.17140510025972;7.14617251816784;9.40865596807972;1;0.02
0;8.86904427581572;9.59891312624945;9.46467841166439;1;0.01
1;6.9983381489195;8.12460406236573;12.9612285745606;1;0.02
1;7.79111570232514;8.11460590310386;10.7236968672608;1;0.01
0;8.82311056950458;7.65241742132829;9.15457517691608;1;0.12
1;10.1430278224859;8.59222045471463;12.9424005602923;1;0.15
0;5.44016892186675;5.35278804435332;6.05008021481448;1;0.08
1;7.04165129189103;8.71734228343809;9.85012000159439;1;0.01
0;6.74788327773923;6.31909453721577;9.485435808135;1;0.01
0;9.14904539632727;6.70945289678375;10.4260287609186;1;0.11
1;8.58666932637838;8.35930490747152;10.2822536016949;1;0
1;8.86305273482379;8.10251653544278;9.68531199489629;1;0.08
0;7.13771485962154;7.23394952756187;11.8519884796086;1;0.05
1;9.09130647750483;9.04134114450825;12.5543904664369;1;0.07
1;7.82192366208754;7.72369956110029;11.4067782179772;1;0
0;8.73224854570305;7.63834154129249;11.3315741730397;1;0.03
1;9.89763966436096;7.93774268334958;10.6645811833897;1;0.05
0;7.34240016150458;5.16330693035999;8.59592390626867;1;0.06
1;8.23794871476474;6.04712171631017;10.438085289256;1;0.03
0;7.34602633083562;7.28441703348807;8.61746094376196;1;0.09
1;8.83067416985567;8.78923871750382;10.0133605520908;1;0.06
1;9.21435084357004;7.12413500174038;11.1766302355992;1;0.02
0;6.53610480599772;7.37366949213609;10.81360557474;1;0.01
0;8.63568058085216;7.63933766944355;10.0605552199707;1;0.09
0;8.21067339005482;7.58348213429265;11.2649861698461;1;0.02
1;7.11867825609951;7.15097262151773;10.1167598552226;1;0
0;8.67035979950611;8.21899953072858;9.96972245396727;1;0.03
1;6.10724348753029;7.98119857522595;11.1329807095392;1;0.04
1;5.35468697856548;6.43716814883134;6.92593400455859;1;0.01
1;6.77492815852747;6.66298219573188;11.4727696845574;1;0.04
1;9.34708453957563;8.41121818360606;9.5103918992849;1;0.2
0;5.69858039570696;5.85526694646471;9.53734742178466;1;0.09
1;8.7962500151245;6.87458924062426;10.402935174162;1;0.02
1;8.41953745187988;7.67024006220486;11.7701568943854;1;0.07
0;8.29995039827867;6.64539981691309;11.1988917429917;1;0.01
1;6.68986821113567;7.45753921301491;9.55484211858066;1;0
0;8.17835153812164;6.19209284220675;9.08920860814904;1;0.01
1;9.27747065890896;8.05061285521927;10.7817974361304;1;0
1;9.87634056932202;8.3153796696386;9.96572781277843;1;0.04
0;8.37902789723619;6.05379037823812;9.49615467611421;1;0.07
1;6.87551464413964;7.52202815650105;10.8290437003738;1;0.01
1;8.25345379307379;8.65764438210807;10.5568777430185;1;0
1;8.78321254998293;8.20688550701244;11.2740171719446;1;0
1;9.17928804735518;10.6063606034993;12.727256661569;1;0.07
1;8.50300970319363;6.88543538814164;12.5808411272855;1;0.04
0;9.24847724891803;7.10159626890244;10.0938092480999;1;0.01
0;7.22346557995;7.14376095867671;10.4354893214829;1;0.06
0;9.17490608488753;7.89487267137446;9.60968994236885;1;0.03
1;8.09229163184294;5.92739111010255;9.28052744769582;1;0.01
1;8.6017370514886;8.36956673379278;11.6542786111122;1;0.09
1;7.25921066623979;7.17847351835641;9.46157201268592;1;0.13
0;6.71817439330741;6.03439143202121;9.1073553868971;1;0.1
0;7.16463772279679;6.96027577720257;10.1786635239893;1;0.07
0;7.60515978514998;7.81748771724045;10.4797611242123;1;0.06
0;6.96534315082732;5.00588600829997;9.2668126047558;1;0.08
0;6.97954862992974;6.76861159447815;9.25210435088776;1;0.09
0;7.44889437826271;7.02611456273726;10.9941325274741;1;0
1;7.19510143605607;7.96460392758272;9.60991376542008;1;0.06
1;7.95233545433567;6.96161617728607;10.0119699836762;1;0.13
1;7.96993231867609;8.3012895289337;11.9262933280791;1;0.05
1;8.74245617092743;8.74308223407533;9.30088610101327;1;0.04
1;7.4398985685417;8.00815592300765;11.2983662026841;1;0.05
1;8.75021986180689;8.47373798094199;12.1681377519726;1;0.1
0;8.66950305236674;7.87803088515237;9.35951919000487;1;0.07
1;7.57806384660827;7.43645710397213;7.63431858609091;1;0.13
1;7.55325242608373;7.96129286346257;10.613314686666;1;0.07
0;6.30335767536621;7.17708242559121;9.7935511758074;1;0.03
1;5.9719564734079;6.37291143951344;9.77337134326099;1;0.02
0;8.83472203129;6.5382952872363;11.6660908507586;1;0.01
0;9.60114789579992;5.67301888730199;11.0058657499422;1;0.08
0;7.79154908752269;7.30040639997948;10.3484026250114;1;0.31
0;8.59535396464281;8.8731884720165;9.15343329041342;1;0.02
0;6.95651585574717;6.35391152029369;10.5710667612968;1;0.13
1;7.97414314981147;7.22128806835227;10.8154255557051;1;0.18
1;8.39964976038986;5.63275095565372;12.2943556832719;1;0.07
1;7.74080954466798;8.10865030224371;10.4478396873569;1;0
0;6.87465195685008;7.61443539121537;11.204660638562;1;0.07
0;8.05868877789939;5.53169110290096;9.42980885838922;1;0.01
0;7.61162071493038;4.91064048456898;8.21844675453039;1;0.08
0;7.63293688573083;7.14069055031742;9.26027909423448;1;0
1;8.01810645918034;7.20238153289037;10.8548417826465;1;0.01
0;7.26101829766926;7.71216579019189;9.31660257627589;1;0.01
1;6.87014712368833;6.79565942777633;8.40802878591687;1;0.03
0;7.50711518930129;6.98262337937706;9.48127974230154;1;0.19
1;6.73997518586178;7.36676912647187;9.87262756516535;1;0.08
1;9.73710584657157;8.14606513355854;11.9385607284438;1;0.02
0;9.05360200550695;6.42044015633612;11.1900885237919;1;0.04
0;7.698016359495;6.97408293114634;9.84423519454531;1;0
0;7.26739496462321;6.60112124554488;10.5081478889329;1;0
1;7.24352744795227;6.29612462346313;8.95774447748856;1;0.01
1;8.07278255120888;7.76068411899615;9.31520202714952;1;0.12
